date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:44	21031/21031	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:56%20GMT	https://demo.dashboardpack.com/sales-html/theme_card.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/theme_card.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:44	25570/25570	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:54%20GMT	https://demo.dashboardpack.com/sales-html/dargable_card.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/dargable_card.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:44	1545/1545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcae-609%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/13.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/13.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:45	17377/17377	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:53%20GMT	https://demo.dashboardpack.com/sales-html/chartjs.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/chartjs.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:45	17228/17228	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:49%20GMT	https://demo.dashboardpack.com/sales-html/apex_chart.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/apex_chart.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:46	18422/18422	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:52%20GMT	https://demo.dashboardpack.com/sales-html/chart_sparkline.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/chart_sparkline.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:46	18157/18157	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:49%20GMT	https://demo.dashboardpack.com/sales-html/am_chart.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/am_chart.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:46	17651/17651	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:53%20GMT	https://demo.dashboardpack.com/sales-html/nvd3_charts.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/nvd3_charts.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:46	1271/1271	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcae-4f7%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/14.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/14.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:47	18978/18978	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:52%20GMT	https://demo.dashboardpack.com/sales-html/chart_box_1.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/chart_box_1.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:47	19365/19365	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:54%20GMT	https://demo.dashboardpack.com/sales-html/profilebox.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/profilebox.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:47	1159/1159	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcae-487%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/15.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/15.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
